apparent_elevation,loss
0,1.786432400972714
1,1.095032614699785
2,0.7588746622843711
3,0.5701351480814744
4,0.45251012372551414
5,0.3734121720519495
6,0.31708685664193853
7,0.2751679465243811
8,0.2428685152685586
9,0.21727865009911232
10,0.19653907164863818
11,0.17941145673842773
12,0.16504171575826776
13,0.15282298524247792
14,0.1423129025734029
15,0.13318179083878437
16,0.1251791493871202
17,0.11811136526017707
18,0.11182651509198305
19,0.10620377019191114
20,0.10114586306667332
21,0.09657363463505785
22,0.09242202351205489
23,0.08863707263398962
24,0.08517366526322609
25,0.08199379169434587
26,0.07906520735362342
27,0.07636038317319022
28,0.07385567672833697
29,0.07153067193542838
30,0.06936764869064051
31,0.0673511536278715
32,0.06546765023600863
33,0.06370523175846286
34,0.0620533841347119
35,0.06050278911101797
36,0.05904515980927279
37,0.0576731026892746
38,0.05638000109545986
39,0.05515991655756527
40,0.05400750477141938
41,0.05291794377639585
42,0.0518868723156558
43,0.05091033673969596
44,0.049984745100492126
45,0.0491068273325916
46,0.04827360059854339
47,0.047482339036431204
48,0.04673054727210754
49,0.04601593716440108
50,0.04533640733123192
51,0.044690025077664675
52,0.04407501040880743
53,0.04348972184848141
54,0.04293264383578688
55,0.042402375497574286
56,0.04189762062884385
57,0.0414171787305378
58,0.040959936980120085
59,0.0405248630273336
60,0.04011099851433794
61,0.03971745324453177
62,0.03934339992195478
63,0.03898806940395773
64,0.03865074640680906
65,0.038330765620728
66,0.03802750818893534
67,0.037740398515636014
68,0.03746890136761215
69,0.03721251924336997
70,0.0369707899818497
71,0.0367432845903244
72,0.036529605267788236
73,0.03632938361181656
74,0.03614227898464248
75,0.03596797703595856
76,0.03580618835637489
77,0.03565664726361803
78,0.03551911070159881
79,0.03539335724783524
80,0.035279186224247056
81,0.035176416897872244
82,0.035084887770635995
83,0.03500445595185502
84,0.03493499660768333
85,0.03487640248248761
86,0.03482858349482734
87,0.03479146639576929
88,0.03476499449507015
89,0.03474912745037214
90,0.03474384111421627
